Target,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17
0,-1.2904774518831772,0.6787789556911717,-2.21740250708367,1.629741589094615,2.9471940138823607,0.7194065013149529,2.414916014540535,3.396455399126845,-2.21740250708367,0.9171085204832459,-2.861378445040956,2.571052966957571,-0.270675829843388,-2.1863759899266206,0.9177277044292623,-0.6703558282870068,-0.41978394474421454
2,0.7303220367094532,1.3952029266783237,1.5949901078100157,-3.24347058108638,0.69416525352331,-2.36306666657371,-1.5190576889152405,-1.7448388667607064,1.5949901078100157,-0.1980166218890289,3.851741096063847,-2.9803633371390448,-0.11137890129611727,1.5760945554747852,0.40182673071103253,0.015353979048469912,-1.487829184034012
0,0.7444448593445954,1.2212346857544376,-0.0010150432508542195,-3.1978544067337595,0.6873728743236438,1.8138177273986495,0.7743575225352118,-0.3228767304600908,-0.0010150432508542195,4.698996749405634,-0.47951089755039517,0.11557667037245078,-1.6713059117520963,-0.6394798228595956,-1.0938363768192165,2.1372217419755475,-0.5048599785368078
2,-3.518213832701541,-4.379123835985911,-1.9595999526969372,0.8861052355927684,2.5304730431305975,-0.21459711824119632,-1.8135786770157896,0.5033832776527059,-1.9595999526969372,-0.8701845222204727,1.0900620693482972,-0.5107682686586303,1.1372083971410714,0.7689270112962088,1.5800923063460657,-1.5039248641675929,-0.44524822121648233
1,-1.1059577575819703,-1.0190544094597076,1.0352174472925646,0.41795658132456615,-1.3536792959218236,2.1900931403041506,-7.294319126995767,0.043271963373461064,1.0352174472925646,0.522137481533278,1.500442553124646,-3.105843001080692,-0.04067873821728485,-2.512337233555109,-0.9641688579276377,1.2720622965193438,0.42542882795259906
2,1.6865325976041383,-0.6143907767560115,-2.088611444073459,13.009201086863687,-2.107972814566579,0.2655370960151736,-0.3421563723890021,-2.4898262002582614,-2.088611444073459,-5.43257805283606,4.404340977960596,-0.21044985817028117,1.8183730751352978,-3.393467371183625,0.4394596226971142,-2.5397661574687547,-4.676926828929289
1,-3.2988183501367345,5.4905804828156715,-4.299953211452154,5.591031087086814,-0.5234155837504093,-1.5967907132926942,4.014054553376481,-1.8709829161072111,-4.299953211452154,-2.0819490828926184,-4.052258396478827,3.750533773019572,2.912067691668333,2.2361843087881326,0.2655433984713594,1.8434695174959144,-0.5255301729251818
3,-3.301469549828274,3.21446992423929,-4.824194514169861,-3.8481529899209033,-2.849850069559311,1.4827691324973928,1.2410062887440967,3.315846076054118,-4.824194514169861,-0.2790512847267226,-2.8381204204209323,-1.4814738124049538,-1.174060961409642,2.3393748722403775,0.3570094366430716,1.6926525072276606,1.896739473074666
0,2.128481388945836,0.845107889446175,1.6550752250081242,-1.5932527195747594,-0.2865020409976704,-4.51342680942509,-0.7019356245082302,2.1650348118585434,1.6550752250081242,-0.21473840002457067,-1.599828609859403,1.426024065914606,0.5866778209644985,-4.112227959561882,0.24955602659925988,1.8709621492773505,-1.260077913471735
3,2.2951476760316707,-1.457769775912538,-0.42725171173017273,-4.498769901449986,-2.067311068289656,-2.726074762612747,5.705537435383807,0.5001949635243992,-0.42725171173017273,-2.395776489996564,5.307560712251992,-0.2822910638154408,0.29881037918311737,3.2486468069984915,0.9359780530667858,2.109314226230288,-2.3713845628642356
3,-0.9048797035016163,0.3780770183034219,-4.508111789620241,0.4927350735657992,-4.736654400021591,-0.2426754158068003,-1.1613820434431867,1.3613545584367448,-4.508111789620241,2.0682345595818594,-1.6234735183678535,0.382574348071854,2.1634480915692915,-0.6399387749734963,-1.3017241621959947,2.3381997462994306,0.3439448934872824
0,0.5118939045590483,-8.4482955790574,-2.484882373137128,-8.516473305916897,-0.18883392139127753,-2.96625440111234,9.033611995869595,-0.22369011026694285,-2.484882373137128,2.551015683588302,-6.433647193928489,4.229904634393061,-5.460207180944249,-1.00504622500127,-0.4539363829649529,4.12021502651083,-2.2890507824061137
1,0.7504933092868917,-0.8641905349094594,-1.5956990237212727,-2.2045502464136564,0.011442918346592723,-1.485495955952695,7.292132411758705,0.04108270688216531,-1.5956990237212727,-2.5259233692745138,-10.138935721989514,3.4931955055714883,-4.583708807549025,-0.6937708760290999,0.2727614513460888,-0.045115588501819626,4.016632765925052
2,-1.592924405231905,5.643525420849319,1.3269191310352064,6.864843258261412,-1.3518009059529978,5.5974735508004265,2.4000245161789047,-0.24573773069223492,1.3269191310352064,-3.9570054593540527,-0.8368035279343365,2.459426685041135,-0.0025357506687413434,0.7635293509216987,0.41147308768025675,2.3872305048037155,-0.2264957928384813
2,0.5574993993763722,0.9340791386688132,-0.2211334742432436,8.459753613003336,4.208643897475103,1.2927458319381793,2.6492348835133126,1.8396134329325289,-0.2211334742432436,-3.4696303278509837,2.1684253011916588,3.1679880904685165,2.7497561488627333,-2.0747334138177433,1.085813600060824,-1.8497024714596786,-0.29493907230570726
0,-1.336607053681219,-1.501601464817416,-0.3022277329016527,0.9789187609850408,0.3625730847833144,1.582881628138793,-0.18755458931921298,2.124212270769953,-0.3022277329016527,-2.3451031339828607,0.5840358698523004,-0.1917008605126843,-0.3525088454459985,-0.3909812091966679,0.4458068690813133,-0.3363493237770129,0.1327838315867239
2,1.2184006780493395,0.9179750838115093,1.9468887835212363,-6.112608010439976,3.1801825390899845,-4.001466483587942,-2.8456909218014377,3.015325884052768,1.9468887835212363,1.0493025402377136,5.283146133775521,-2.4491188779407738,2.0594553441727177,-0.3664299824654622,-0.9026796713779482,0.5426458122755308,-0.3224032314805205
3,-1.3507330894990166,3.280639006855255,-2.3956925793532884,3.0645534573170337,-2.3604250056416882,3.0531980221571255,0.7176667322053077,0.06073292305134825,-2.3956925793532884,1.9406235063784938,-3.7940826931955107,1.6380624814145328,-0.5683273113591751,-1.0473024016122165,0.7019412923448646,1.7351246553345843,-0.45119057942164575
2,2.21478281858722,1.5684865446406655,3.6048176065673374,-7.402581703736823,1.7139913846060222,-4.357136303442368,-1.7736712575959563,4.239016652184569,3.6048176065673374,0.9495212762305676,6.474427599261722,-1.8824213669438814,3.750352015016826,2.543166283247004,-1.8801554710979307,-0.8526599169700613,0.8404621347686341
0,1.0538864485684494,3.443702743483996,1.231910689013243,-1.7665696307932215,-0.5907912165110161,-0.5916690529806223,3.1030019860304026,2.991457072552466,1.231910689013243,3.1134081504086706,-1.1034511002240999,2.9649140035304202,-0.9825867019761743,-2.4596120009207065,0.44887189300302194,2.8919988589495444,-5.116937639405195
2,1.5921222401601967,-0.7832953467853967,1.1689032565678605,-5.629185127538076,0.7785835545435722,-0.5967481597293616,1.6084477556463725,2.311475183958146,1.1689032565678605,1.1147354688531785,0.2474347934479563,0.03296056855179974,-0.5971278222896177,0.6346788631410061,0.782849258615761,0.7062794372759541,2.2011621534587125
3,2.8153800824662216,-2.439120405302625,-0.29102185642167133,3.467132689947932,1.4840707123239891,0.4420151254990943,1.9104109414621706,-0.7616369396163745,-0.29102185642167133,-1.833796254953941,0.787821467281168,0.596008462219836,0.13985878210610658,-1.2390168743208707,1.3851335976391206,-2.426335272887064,2.4007360501642934
0,1.5792931601357334,-0.4372552858992126,-0.2917351974396396,3.3320710405537906,-0.2757797364297383,0.3611127019373874,-0.1876349653616697,-0.9617912847829915,-0.2917351974396396,-2.113869496985985,-1.6054294158810263,-0.6895979088449555,-0.9698358465378027,-1.1325577160775688,-1.256140731430552,-3.2272201143158163,2.329543263895267
0,-2.069794926366728,2.043436513592625,-0.23013231496883946,2.800757874301574,-0.6627875997299628,-1.1419917756061557,-1.057018546677867,-2.0199338884911056,-0.23013231496883946,-1.3647091962334268,-3.166398509183439,-0.10054113898150918,0.10443309002268375,1.7552901644429282,0.6945284671495975,-2.8740703146641415,-0.10954630505237717
2,0.8732572290528524,0.1583012548628404,-1.1031946245177013,6.998917042957015,1.293094114726408,1.7494246217205256,1.7254859895293126,-0.8262764559744333,-1.1031946245177013,-2.5879059886236506,5.194341740440141,0.5366878016199508,1.9317970188430529,-0.6527272999882188,-0.9684383001365519,-0.503061067926878,-2.3141531968010733
