Target,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20
0,0.8254780502192637,1.3711089351469015,-0.7022825065404305,-3.4344145287064327,-1.4041016591274125,-1.1573374649856816,-1.0165929818538741,0.5202837706123026,0.68447169331654,-0.6814560345850195,-0.46393088892860135,0.5779105432113489,1.4117520972076971,-1.7458066728043107,2.697550960365862,-1.308872984916187,1.4961195150614832,-0.6542794659631543,-0.5906251219421461,-0.7748164599687974
0,-0.8119398489256358,0.5012880399572235,0.5271817547220844,-0.9174114209295725,-1.400713350250307,-0.020538624864170976,0.6414577922683424,1.2259772585910902,-0.6296124246894128,-0.9491951853354782,-2.3271906207580075,-2.1269928489102825,0.7237710682464762,-1.7876899065374767,0.7378521942914351,0.14782648810463114,0.586371572889095,0.6195114700226259,-2.474538411076084,0.7397037766619738
0,0.3154423944474407,-1.0000664192023507,-0.942349197870939,-0.8308476340761342,-0.6878378612481469,-1.8118712347948371,-0.6525910017743106,0.12833487902899554,1.1724428753704454,0.39554169005165773,1.2081696771184824,0.4153800595459449,1.4409926005216693,0.6656687587864566,0.12293866530357267,0.7904813144562087,1.9619103943348981,0.1670990454351373,-0.5039478099368572,2.4605963017388124
0,-1.4276404351681788,-1.0052084648019621,0.023813251698904074,-1.4973837065524362,-0.23628426458308044,0.845336940366143,-0.5200201386194124,1.450955008226064,-0.798323964021754,-0.8235633102447378,0.6628519074755099,0.8963477041031208,-1.8419800810809641,0.6220502765283021,2.017552891891983,-1.3067046922621381,0.5454107015282499,-1.2354112625657718,0.09956113478630792,1.5288211728376617
0,1.3266402931261823,-1.117663014252252,0.29901407907513416,-1.8928315695318105,-1.1574397051021887,-0.2399735396123236,-0.8992834658637497,-0.6384478315667663,-0.33295369749905346,-0.6490135864047645,0.2211210904794484,-2.151531814249896,-1.3884429422879765,0.4184530984281081,0.8999844600237993,-1.783968043849335,0.14559383100978765,-0.4353782700976315,-0.962438242338874,1.2142279801992117
0,-0.018832837752505306,-0.22593265084658332,-0.5602681370731596,-1.1165401897898577,-1.2543533923342873,-1.3195386335134878,0.8406144769312723,0.007424575367939074,-1.1258137386143292,0.5904247864823509,-0.7132151573757988,0.4073752453267811,1.002513842087136,1.4088516585554427,0.47278301015112645,-0.3635984313173593,1.174186724378788,1.9828541410345681,-1.8743109545668721,1.9421942267966474
1,-0.4690959775843672,-1.528738344903358,1.8803304516308361,-0.754917815559494,-0.41161041241954943,-1.2925030648366524,1.469757419758406,0.7820152221492348,-1.2724255852195359,-0.017998798812342835,0.3957252855362754,1.1782532480647485,0.6097408892919252,-1.6202606368086685,0.23537547688140137,1.4934887123563556,0.3702375062393865,-0.734585682193022,-0.35115879037236525,0.8877575560232532
1,0.0614662409920915,0.1776554230441162,-1.1163873272112332,-0.41780119285526796,0.04903574464668159,-0.3106245095386402,1.0362092733380839,-0.45997342168618777,-0.8961708847978404,-0.1523074456576689,0.18165460649432097,0.2004483081839453,-0.03828224889861223,1.1040623851494018,-0.45118447621777824,0.6249847112166348,-0.12409761623661962,-1.849893022419185,0.5905608501262342,-1.9674157176283074
0,-0.7070315353548737,1.04461080900895,0.9262770011599424,-0.3045114035566384,-0.42967060237513327,-0.265159198423489,0.2726691952778237,-0.23212195285454573,-1.0572675018360256,0.9702508587477712,-0.26092843222789974,-0.32965501742540876,-0.3140309757065311,-0.49198423770247973,0.3236413548385292,-1.4955187023387462,-0.3975922320532299,-0.8943695592640689,-0.859203076345794,1.4155455278816182
0,-0.16173707088969738,0.9845282465000621,0.48304982126354923,-1.6742104903184156,0.24381558363488173,-0.17196339382654394,-0.20998243717276432,-0.3769808330810298,-2.1005078828426527,0.8266795808531932,1.3864088658966693,-0.7658249628566318,-0.022624395798311377,-1.0098205167558374,2.1523283084184595,1.2277170797458845,-2.5205783750702717,-0.10486092940373463,1.097141549517458,0.6897597544085429
0,-0.30639393060770714,0.16003640382247591,-0.6975666868189956,-0.787297215350806,0.1675695077732207,0.13540745357278247,0.7519568522564014,0.8502779595122116,1.0198990789903537,-1.0897767754974061,1.573662140583145,2.352314239346831,0.8230172034748412,-0.04461475535950934,1.215342512786446,-1.0226006431981045,1.090338436102004,-2.021591790595567,0.8066322181052312,1.606957874316015
0,1.2616059321202093,-0.17795133804260918,-0.4053854957075246,-3.6838493989726357,-3.1075744350058185,-1.434975647259399,-0.7150466564418331,0.9927083892360231,-1.7992334802179752,-0.26440313828478473,-1.1422030423076994,-1.7416595927726628,-0.7510769165148041,0.30099912500721643,0.4986354686700518,-1.6678598978541108,0.06403534527572968,0.2911423537964348,-3.350635411523843,1.2042371851566418
0,-0.01116487544165473,-0.348108989774138,-0.04141145596511519,-2.909973926978444,-1.2099585086085638,1.8143513883757634,-0.6767658238299571,0.7680393252744057,1.071203963637061,-1.1645690302197114,0.49601976586483554,0.78119065645099,-0.7183315152444267,0.31185488440799736,2.2675474966003164,-1.7923479094510122,-2.726825297689442,-0.3477512529448257,-0.45044213768703206,0.882569718466019
0,0.9511321908371686,-1.6906079884281564,-2.449244322053807,-1.6825982213123578,-0.7968072587310956,0.36069785768225715,0.4219005629692594,0.6663982660602986,1.6974598608993343,0.807619635036511,1.0356185814938756,-0.8385482037972031,-1.3683401994681805,-2.3981946633570215,1.128726391619141,-1.2781663744890808,-0.3024881182424366,1.1336877670839383,-0.24390028994818863,1.6479983048010123
0,1.251751944738616,0.2633173216109565,0.7201807442579252,-1.6650424219141697,-2.4429245438204426,0.9334261431597459,0.5936855032325609,-0.17545529785585437,1.0843048779850415,0.3975079649780541,-4.7817516388215235,-0.8478561182147631,0.9267242247044168,1.1031764139606204,1.8508670645687018,-1.6819925037400107,0.8551328247855222,-1.4226267884650978,-4.248067592585324,0.27606065361632226
0,0.3528796944956919,0.7377194830012787,0.7356224126507419,-0.1486219119193527,0.33648946471254976,-0.40361118369149057,0.30756751148466765,-0.729372353838132,2.359036731881738,-1.6137657460418815,1.385172099692397,-0.06330195265579294,1.1540769439526746,0.2641853174333491,0.6019827670448095,-1.0645290420331088,-0.9206790899113179,-0.27560534478297355,0.9267917251918775,1.0324743810528603
0,0.2319701426468606,0.578666172583029,0.7128400697226323,-3.163205168118944,-1.7994951349750703,2.320370015416152,1.000407343287099,-0.36343789021533723,-2.014204166644351,0.15691640738043905,-0.5805250863676226,0.5960895967878472,-0.9614592369385837,1.1292180275667552,1.8413473402009568,-0.2456296787062024,-1.1595687240837629,0.4313429748571226,-1.657473712502032,0.7728619735219153
0,-0.8897841956904867,-0.018574555265986767,0.31352163470863353,-1.2879814655922068,-0.727112298406353,1.392565874442483,-1.141819154941512,-0.6154273171516492,1.0462805028713733,-1.0857071637670395,0.6386307718782565,-0.09622570503844435,1.0195432252156487,-1.1876629531758927,0.6686743132706747,0.9536122994101525,1.6191196739745,0.6994702761639094,-0.3888244394092941,1.1938304177167653
0,0.9686097481971204,1.4666665001484758,0.34901506463339493,-1.6953635603924933,-0.6415968988007799,-0.7541635674025435,-0.24394883896562233,-1.113364432730554,-0.8939096187654894,1.2107615291907345,-1.7191502101758998,0.4368326157795262,0.2798776119631496,-0.05308309845766516,2.52238679516294,0.45390270811038647,0.05831309486491757,-0.14548461602293739,-0.8427245947826413,-0.5798599068544865
1,0.39090555278596273,0.07480563622352712,0.48696371906652675,-2.5370906095626298,-1.5596825216244234,-0.3624553390768466,0.9386996133879827,1.9800605665072082,2.404787780996659,0.6813309068050923,1.463770095198957,-0.6974539508266531,-0.21329336645365984,-0.20955868802338062,0.13818074438938688,-1.0794326259894491,-0.1365819544082556,-0.809209165567476,-0.5216785350297125,0.8290203996569484
0,0.11660029403729998,0.9742067308022053,-0.3020181750274887,-2.1465045695152787,-1.9337739614299088,0.5621693367082016,-0.26626847215515825,0.028686917119560684,0.23050723172646403,-0.3224679395053834,-3.4298970400257858,-0.3324357871599996,-0.27049241998653545,0.3605127845896527,2.301386396758367,-0.08055028650181453,-1.5138221611769778,0.5337184084221817,-2.945539743146829,-0.06955064547785983
0,-0.7228722474479774,0.14310567292814835,-0.4820487604875178,-3.0100704456418574,-1.1176361440911262,-0.5422946522934498,-0.23599191785513257,0.420587123430103,0.04665934707503738,0.7333870704910717,0.37916016407248176,-1.2447897155034195,0.6177018991908592,0.7226155187811557,2.4933230665902752,-0.3776391647994823,-1.2141886977763685,0.2381559799856204,-0.37003876696167287,0.6534236839126185
0,0.3433587755118906,-0.43405483989910976,-0.4915625031000358,-1.7301890705374994,-0.45331360631877815,-0.31665846482299814,-0.4059128123590109,0.6537987128136157,2.488748683740365,-0.8436260261891046,1.341728164001565,-0.5506546612962141,0.6492934828923775,-1.4092074637160983,1.5522862570979272,-0.8999639379971837,0.48022752855690515,-1.5256922207995545,0.4546158695422554,1.1042480339605727
0,-1.164666318175868,-0.17786321952040582,0.6624609576813424,-0.18719817814321216,-0.14845443651705076,-1.2975647687747633,-1.0953951601438476,0.5594716040304296,1.6577038084461992,0.5594468511910331,1.3235364921994672,1.1804806728594956,-0.7387756697390899,1.4613925762547122,-0.2830204599614192,0.5911285046912237,0.6077447042159125,-0.11305298984562252,0.21648326789822964,1.4198771812881517
